Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,GDP per capita,Region
Congo,all_energy_types,2019,0.086927884,0.766415479,17.937,5382.29,16.15072468,4.846288896,4.4339781,3332.596348,Africa
Dem. Rep. Congo,all_energy_types,2019,0.119281032,0.133483094,80.9978,86840.5,1.373564549,1.472645334,2.641757936,932.7191806,Africa
Cook Islands,all_energy_types,2019,0.001671732,9.55E-05,,,0,0,0.1123327,#DIV/0!,Oceania
Costa Rica,all_energy_types,2019,0.226630281,0.100461428,94.3605,5046.06,44.91232392,2.401749474,7.923880021,18699.8371,Central America and Caribbean
Croatia,all_energy_types,2019,0.364759127,0.141805442,110.2903,4064.95,89.73274626,3.307263893,17.14788766,27132.01884,Europe
Cuba,all_energy_types,2019,0.371568553,0.145123639,152.228,11330.8,32.79279068,2.440868649,22.4963726,13434.88544,Central America and Caribbean
Cyprus,all_energy_types,2019,0.118921907,0.00458556,33.8259,888.005,133.9203125,3.515705632,8.226035335,38092.01525,Europe
Czech Republic,all_energy_types,2019,1.730213285,0.997899206,410.036,10677.38,162.0447418,4.219661895,104.2722247,38402.30469,Europe
Cote d'Ivoire,all_energy_types,2019,0.212106034,0.191676819,141.232,25731.3,8.243113777,1.501827019,10.79818371,5488.72385,Africa
Denmark,all_energy_types,2019,0.72219655,0.545493917,308.2223,5816.505,124.1633163,2.343102851,36.12005068,52990.97998,Europe
Djibouti,all_energy_types,2019,0.008631407,8.90E-06,5.84841,973.201,8.869089222,1.475855232,0.67469826,6009.45745,Africa
Dominica,all_energy_types,2019,0.002693759,0.000188569,0.802973,71.808,37.51335383,3.354731619,0.185983702,11182.22204,Central America and Caribbean
Dominican Republic,all_energy_types,2019,0.418997508,0.01838676,190.149,10736.3,39.02624816,2.203522018,25.26524686,17710.85011,Central America and Caribbean
Ecuador,all_energy_types,2019,0.738786572,1.406920082,183.665,17357.2,42.56369531,4.022467929,37.34937131,10581.4878,South America
Egypt,all_energy_types,2019,4.021816675,4.050868391,1291.81,100370,40.06990809,3.113319044,235.4944982,12870.47923,Africa
